"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","0","5","0","Compiling PhAT_UnselectedMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","0","7","0","Compiling DebugMeshMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","0","12","0","Compiling SplineEditorMeshMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","5","5","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","4","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","17","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","6","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","17","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","7","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","0","5","0","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","0","4","0","Compiling RemoveSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","0","28","0","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=False, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=False, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=False, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","0","29","0","Compiling M_Opaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","0","14","0","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","26","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","24","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","24","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=False, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","24","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","26","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=False, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","26","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=True, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","26","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using Clearcoat2-1'=False, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","0","24","0","Compiling M_Translucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","0","29","0","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","0","29","0","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","0","29","0","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","0","29","0","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","0","26","0","Compiling M_Transmission: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","0","28","0","Compiling M_Transmission: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using SpecularGlossiness2-1'=False"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","0","28","0","Compiling M_Transmission: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Using SpecularGlossiness2-1'=True"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","0","26","0","Compiling M_Transmission: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","0","17","0","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","0","17","0","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","0","0","14","0","Compiling SheenMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","0","0","14","0","Compiling ClearCoatMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","0","0","14","0","Compiling PBRSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","0","0","14","0","Compiling SubsurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","0","0","24","0","Compiling ThinTranslucentMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","0","0","16","0","Compiling OrenNayerMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_Subsurface|MSM_ClearCoat|MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","0","0","14","0","Compiling LambertSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","0","6","0","Compiling PPM_DefaultCalibrationGrayscale: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","0","6","0","Compiling PPM_DefaultCalibrationColor: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","0","14","0","Compiling PhongSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","0","29","0","Compiling DefaultTextMaterialOpaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","0","145","0","Compiling PreviewShadowIndicatorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","0","5","0","Compiling Main: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","0","145","0","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","0","5","0","Compiling TranslucentTransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","0","4","0","Compiling UnlitMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","0","37","0","Compiling FlattenMaterial_WS_Normal_VT: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=0, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithNanite}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","0","679","0","Compiling WorldGridMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
